row_id,delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delayed,delivery_status,delivery_rating,delivery_cost,delivery_time_hours_clean,expected_time_hours_clean
9538,9538.0,blue dart,fragile items,bike,two day,south,foggy,140.4,4.52,no,delivered,4,715.56,7.0,16.0
9539,9539.0,fedex,groceries,scooter,same day,east,foggy,161.8,43.2,no,delivered,5,1038.6,5.0,8.0
9540,9540.0,xpressbees,cosmetics,scooter,standard,east,stormy,289.9,23.13,no,delivered,4,1518.89,12.0,24.0
9541,9541.0,delhivery,clothing,scooter,express,north,cold,190.0,27.11,yes,delayed,3,1081.33,8.0,5.0
9542,9542.0,shadowfax,electronics,ev bike,two day,east,clear,59.8,35.4,no,delivered,4,405.2,3.0,16.0
9543,9543.0,ekart,clothing,ev van,standard,north,rainy,49.5,23.7,no,delivered,5,318.6,5.0,24.0
9544,9544.0,dhl,furniture,bike,same day,north,rainy,285.4,21.96,yes,delayed,3,1592.88,13.0,8.0
9545,9545.0,shadowfax,furniture,scooter,two day,central,stormy,294.2,40.37,no,delivered,4,1592.11,13.0,16.0
9546,9546.0,delhivery,groceries,scooter,express,central,stormy,138.0,27.24,yes,delayed,3,821.72,9.0,4.0
9547,9547.0,delhivery,automobile parts,ev van,standard,central,cold,258.6,49.06,no,delivered,5,1440.18,6.0,24.0
9548,9548.0,fedex,pharmacy,truck,standard,north,clear,191.5,45.31,no,delivered,5,1093.43,6.0,24.0
9549,9549.0,ecom express,cosmetics,ev van,same day,west,hot,14.2,27.96,no,delivered,4,254.88,1.0,8.0
9550,9550.0,delhivery,clothing,scooter,same day,central,foggy,232.1,41.99,no,delivered,3,1386.47,7.0,8.0
9551,9551.0,amazon logistics,furniture,bike,same day,east,clear,111.4,31.42,no,delivered,3,751.26,5.0,8.0
9552,9552.0,delhivery,pharmacy,van,standard,central,hot,173.6,22.03,no,delivered,4,934.09,4.0,24.0
9553,9553.0,fedex,pharmacy,ev bike,express,central,clear,267.2,12.94,no,delivered,4,1424.82,6.0,7.0
9554,9554.0,dhl,automobile parts,ev van,same day,north,cold,158.5,44.62,no,delivered,4,1026.36,6.0,8.0
9555,9555.0,fedex,furniture,van,two day,central,rainy,176.1,22.21,no,delivered,4,947.13,9.0,16.0
9556,9556.0,delhivery,groceries,scooter,standard,north,rainy,242.5,25.01,no,delivered,5,1287.53,14.0,24.0
9557,9557.0,xpressbees,automobile parts,bike,same day,north,rainy,242.1,7.59,yes,delayed,2,1333.27,12.0,8.0
9558,9558.0,ekart,groceries,van,same day,north,cold,189.1,0.8,no,delivered,5,1047.9,5.0,8.0
9559,9559.0,xpressbees,pharmacy,truck,same day,central,hot,12.3,16.92,no,delivered,5,212.26,3.0,8.0
9560,9560.0,shadowfax,electronics,bike,standard,central,foggy,262.4,15.89,no,delivered,3,1359.67,14.0,24.0
9561,9561.0,fedex,clothing,ev van,standard,south,foggy,187.7,28.64,no,delivered,4,1024.42,8.0,24.0
9562,9562.0,ekart,electronics,ev bike,same day,central,clear,163.9,32.95,no,delivered,4,1018.35,7.0,8.0
9563,9563.0,shadowfax,groceries,scooter,same day,north,stormy,254.7,5.33,yes,delayed,2,1389.49,12.0,8.0
9564,9564.0,ecom express,automobile parts,van,same day,east,hot,113.6,32.76,no,delivered,4,766.28,3.0,8.0
9565,9565.0,ecom express,electronics,van,two day,central,clear,30.5,24.08,no,delivered,5,224.74,3.0,16.0
9566,9566.0,ecom express,automobile parts,ev van,express,central,clear,77.7,11.3,no,delivered,4,472.4,2.0,3.0
9567,9567.0,blue dart,fragile items,ev bike,express,south,hot,273.8,36.11,yes,delayed,3,1527.33,8.0,7.0
9568,9568.0,shadowfax,electronics,bike,two day,west,hot,237.3,46.99,no,delivered,5,1327.47,10.0,16.0
9569,9569.0,dhl,electronics,scooter,same day,west,foggy,147.6,23.17,no,delivered,4,907.51,7.0,8.0
9570,9570.0,ecom express,automobile parts,ev bike,same day,east,hot,246.5,37.97,no,delivered,5,1446.41,7.0,8.0
9571,9571.0,ecom express,pharmacy,van,same day,central,stormy,261.6,49.52,yes,failed,1,1557.97,10.0,8.0
9572,9572.0,amazon logistics,clothing,ev bike,two day,central,stormy,240.2,48.14,no,delivered,3,1345.42,12.0,16.0
9573,9573.0,blue dart,automobile parts,truck,express,north,rainy,297.1,21.68,yes,delayed,3,1609.54,14.0,7.0
9574,9574.0,ekart,pharmacy,ev bike,express,east,hot,287.8,0.67,yes,failed,2,1490.44,10.0,7.0
9575,9575.0,xpressbees,pharmacy,truck,standard,south,hot,169.0,20.01,no,delivered,4,905.03,3.0,24.0
9576,9576.0,xpressbees,cosmetics,ev bike,two day,east,hot,200.8,28.44,no,delivered,5,1089.32,4.0,16.0
9577,9577.0,dhl,clothing,van,same day,south,rainy,297.1,44.75,yes,delayed,2,1632.7206,15.0,8.0
9578,9578.0,blue dart,groceries,scooter,two day,west,foggy,272.4,42.28,no,delivered,5,1488.84,13.0,16.0
9579,9579.0,blue dart,clothing,ev van,express,west,rainy,144.9,42.22,yes,delayed,3,901.16,11.0,4.0
9580,9580.0,xpressbees,furniture,van,express,west,stormy,68.0,5.52,yes,failed,1,406.56,7.0,3.0
9581,9581.0,fedex,automobile parts,bike,standard,west,foggy,50.8,35.56,no,delivered,5,360.68,6.0,24.0
9582,9582.0,fedex,pharmacy,van,two day,south,foggy,42.7,34.41,no,delivered,4,316.73,2.0,16.0
9583,9583.0,amazon logistics,cosmetics,van,express,west,cold,6.9,35.72,yes,delayed,2,191.66,2.0,2.0
9584,9584.0,delhivery,clothing,scooter,standard,east,stormy,225.8,12.49,no,delivered,5,1166.47,10.0,24.0
9585,9585.0,xpressbees,furniture,ev van,same day,east,cold,160.3,41.33,no,delivered,5,1025.49,7.0,8.0
9586,9586.0,ekart,automobile parts,van,two day,south,stormy,136.8,14.04,no,delivered,3,726.12,7.0,16.0
9587,9587.0,ecom express,electronics,van,standard,south,hot,3.6,9.18,no,delivered,4,95.6674,2.0,24.0
9588,9588.0,ecom express,clothing,ev bike,same day,north,rainy,142.8,49.13,yes,delayed,3,961.39,10.0,8.0
9589,9589.0,fedex,cosmetics,truck,express,north,foggy,5.4,42.28,no,delivered,3,203.84,1.0,2.0
9590,9590.0,ekart,electronics,van,standard,south,foggy,207.3,22.87,no,delivered,5,1105.11,6.0,24.0
9591,9591.0,ekart,clothing,ev van,express,north,hot,295.9,23.18,yes,failed,2,1599.04,14.0,7.0
9592,9592.0,blue dart,automobile parts,ev van,same day,east,stormy,267.2,6.43,yes,delayed,2,1455.29,15.0,8.0
9593,9593.0,ecom express,electronics,van,two day,west,rainy,58.7,42.77,no,delivered,5,421.81,6.0,16.0
9594,9594.0,blue dart,groceries,ev bike,standard,north,hot,192.3,28.11,no,delivered,5,1045.83,3.0,24.0
9595,9595.0,fedex,documents,bike,same day,south,hot,80.7,23.0,no,delivered,3,572.5,3.0,8.0
9596,9596.0,fedex,groceries,van,two day,north,clear,162.8,27.89,no,delivered,4,897.67,7.0,16.0
9597,9597.0,xpressbees,documents,van,two day,central,foggy,138.3,15.11,no,delivered,4,736.83,5.0,16.0
9598,9598.0,amazon logistics,documents,van,two day,north,stormy,78.0,25.45,no,delivered,3,466.35,6.0,16.0
9599,9599.0,shadowfax,cosmetics,ev van,two day,central,cold,162.3,11.29,no,delivered,5,845.37,7.0,16.0
9600,9600.0,xpressbees,electronics,truck,same day,central,cold,203.7,42.7,no,delivered,5,1246.6,5.0,8.0
9601,9601.0,shadowfax,clothing,van,standard,south,rainy,206.1,8.32,no,delivered,5,1055.46,12.0,24.0
9602,9602.0,dhl,documents,van,standard,west,foggy,55.5,31.42,no,delivered,4,371.76,4.0,24.0
9603,9603.0,blue dart,fragile items,truck,express,north,clear,7.1,31.07,yes,delayed,2,178.71,2.0,2.0
9604,9604.0,blue dart,groceries,scooter,two day,north,clear,239.0,14.56,no,delivered,5,1238.68,6.0,16.0
9605,9605.0,dhl,electronics,scooter,standard,west,foggy,198.3,48.29,no,delivered,4,1136.37,10.0,24.0
9606,9606.0,delhivery,furniture,truck,two day,west,cold,136.8,33.67,no,delivered,5,785.01,6.0,16.0
9607,9607.0,ekart,pharmacy,scooter,same day,south,foggy,190.5,29.7,yes,failed,2,1141.6,8.0,8.0
9608,9608.0,fedex,furniture,ev bike,same day,east,rainy,265.8,37.54,yes,failed,2,1541.62,9.0,8.0
9609,9609.0,fedex,electronics,ev van,standard,east,rainy,110.2,38.66,no,delivered,4,666.98,5.0,24.0
9610,9610.0,amazon logistics,fragile items,van,express,east,hot,134.5,0.67,yes,delayed,3,723.58,6.0,4.0
9611,9611.0,ecom express,fragile items,truck,express,south,stormy,157.2,26.06,yes,failed,1,914.18,10.0,5.0
9612,9612.0,xpressbees,automobile parts,scooter,express,central,foggy,206.3,41.13,yes,delayed,3,1204.89,8.0,6.0
9613,9613.0,delhivery,automobile parts,ev bike,two day,west,foggy,148.2,4.24,no,delivered,4,753.72,6.0,16.0
9614,9614.0,dhl,documents,scooter,express,east,cold,214.4,26.6,no,delivered,5,1201.8,6.0,6.0
9615,9615.0,xpressbees,groceries,truck,two day,east,clear,82.9,42.31,no,delivered,4,541.43,5.0,16.0
9616,9616.0,shadowfax,automobile parts,van,two day,south,hot,37.5,37.05,no,delivered,4,298.65,3.0,16.0
9617,9617.0,fedex,furniture,ev bike,same day,south,cold,19.8,22.57,no,delivered,5,266.71,2.0,8.0
9618,9618.0,dhl,fragile items,scooter,express,west,hot,25.8,11.97,yes,delayed,2,214.91,3.0,2.0
9619,9619.0,dhl,pharmacy,scooter,standard,north,stormy,7.4,3.4,no,delivered,4,95.6674,8.0,24.0
9620,9620.0,shadowfax,automobile parts,ev bike,standard,north,stormy,294.6,41.02,no,delivered,5,1596.06,13.0,24.0
9621,9621.0,blue dart,electronics,truck,same day,north,cold,227.7,48.67,no,delivered,4,1384.51,6.0,8.0
9622,9622.0,fedex,cosmetics,truck,standard,central,clear,161.8,29.0,no,delivered,4,896.0,4.0,24.0
9623,9623.0,blue dart,fragile items,ev bike,two day,central,hot,79.4,45.55,no,delivered,4,533.65,3.0,16.0
9624,9624.0,xpressbees,clothing,scooter,express,central,rainy,219.4,24.76,yes,failed,2,1221.28,10.0,6.0
9625,9625.0,amazon logistics,cosmetics,scooter,express,south,clear,297.1,10.93,no,delivered,4,1576.79,7.0,7.0
9626,9626.0,fedex,clothing,ev van,same day,south,clear,109.1,2.18,no,delivered,5,652.04,2.0,8.0
9627,9627.0,dhl,automobile parts,bike,standard,south,clear,115.0,35.52,no,delivered,5,681.56,3.0,24.0
9628,9628.0,ecom express,automobile parts,truck,two day,west,stormy,255.4,25.02,no,delivered,4,1352.06,11.0,16.0
9629,9629.0,shadowfax,electronics,van,same day,west,clear,116.4,44.34,no,delivered,5,815.02,4.0,8.0
9630,9630.0,dhl,furniture,bike,two day,central,hot,263.9,9.92,no,delivered,3,1349.26,5.0,16.0
9631,9631.0,delhivery,groceries,ev van,two day,south,clear,51.9,43.93,no,delivered,4,391.29,1.0,16.0
9632,9632.0,delhivery,automobile parts,ev bike,standard,central,rainy,274.2,39.57,no,delivered,5,1489.71,12.0,24.0
9633,9633.0,blue dart,documents,scooter,two day,central,foggy,41.7,47.37,no,delivered,5,350.61,3.0,16.0
9634,9634.0,ekart,cosmetics,ev bike,standard,north,cold,220.9,41.3,no,delivered,4,1228.4,4.0,24.0
9635,9635.0,xpressbees,clothing,ev bike,two day,south,clear,96.0,20.21,no,delivered,4,540.63,4.0,16.0
9636,9636.0,fedex,clothing,truck,express,north,foggy,243.2,39.48,yes,delayed,2,1384.44,10.0,6.0
9637,9637.0,ecom express,automobile parts,ev van,express,central,clear,51.5,32.26,no,delivered,5,404.28,2.0,3.0
9638,9638.0,fedex,groceries,scooter,two day,east,rainy,190.7,46.23,no,delivered,4,1092.19,9.0,16.0
9639,9639.0,ecom express,cosmetics,bike,express,north,stormy,152.5,38.71,yes,delayed,2,928.63,11.0,5.0
9640,9640.0,fedex,automobile parts,ev bike,two day,east,hot,87.0,23.04,no,delivered,4,504.12,4.0,16.0
9641,9641.0,dhl,automobile parts,van,standard,north,stormy,146.4,46.61,no,delivered,5,871.83,12.0,24.0
9642,9642.0,xpressbees,electronics,bike,standard,south,stormy,288.0,26.42,no,delivered,5,1519.26,10.0,24.0
9643,9643.0,fedex,documents,ev van,express,east,foggy,227.7,13.2,yes,delayed,3,1228.1,9.0,6.0
9644,9644.0,ekart,cosmetics,van,express,north,rainy,18.4,1.78,yes,failed,1,147.34,4.0,2.0
9645,9645.0,fedex,automobile parts,ev van,two day,central,stormy,293.3,18.87,yes,failed,1,1523.11,17.0,16.0
9646,9646.0,shadowfax,automobile parts,ev bike,two day,east,hot,216.4,46.9,no,delivered,5,1222.7,5.0,16.0
9647,9647.0,dhl,cosmetics,scooter,express,west,stormy,76.6,41.78,yes,delayed,2,558.34,4.0,3.0
9648,9648.0,xpressbees,electronics,ev bike,same day,south,clear,288.1,26.07,yes,delayed,2,1618.71,9.0,8.0
9649,9649.0,ecom express,cosmetics,van,express,west,cold,149.1,3.09,no,delivered,3,804.77,3.0,4.0
9650,9650.0,dhl,documents,truck,express,east,rainy,163.4,32.05,yes,delayed,2,963.15,10.0,5.0
9651,9651.0,ekart,fragile items,scooter,express,east,stormy,75.1,43.45,yes,delayed,2,555.85,6.0,3.0
9652,9652.0,dhl,furniture,bike,standard,south,hot,297.1,9.54,no,delivered,5,1523.12,12.0,24.0
9653,9653.0,amazon logistics,clothing,scooter,same day,north,cold,92.0,20.57,no,delivered,4,621.71,3.0,8.0
9654,9654.0,blue dart,fragile items,scooter,standard,east,stormy,193.0,47.72,no,delivered,5,1108.16,9.0,24.0
9655,9655.0,ecom express,automobile parts,truck,express,south,cold,175.4,21.72,yes,delayed,2,992.16,7.0,5.0
9656,9656.0,dhl,furniture,ev van,standard,east,foggy,214.5,39.5,no,delivered,4,1191.0,11.0,24.0
9657,9657.0,amazon logistics,fragile items,scooter,express,east,clear,23.0,9.26,yes,delayed,3,192.78,3.0,2.0
9658,9658.0,amazon logistics,electronics,ev bike,same day,south,clear,149.5,25.53,no,delivered,5,924.09,3.0,8.0
9659,9659.0,amazon logistics,documents,ev bike,same day,north,cold,69.8,14.37,no,delivered,4,492.11,4.0,8.0
9660,9660.0,ecom express,clothing,ev bike,same day,south,clear,37.6,11.25,no,delivered,5,321.75,2.0,8.0
9661,9661.0,blue dart,documents,ev bike,same day,south,cold,158.1,40.96,no,delivered,4,1013.38,5.0,8.0
9662,9662.0,shadowfax,groceries,bike,express,south,foggy,136.5,49.52,yes,delayed,2,882.41,7.0,4.0
9663,9663.0,delhivery,groceries,scooter,two day,west,cold,136.8,26.03,no,delivered,5,762.09,5.0,16.0
9664,9664.0,ekart,documents,ev van,same day,south,cold,114.6,19.01,no,delivered,5,730.03,3.0,8.0
9665,9665.0,delhivery,furniture,truck,standard,west,clear,94.4,41.67,no,delivered,5,597.01,4.0,24.0
9666,9666.0,xpressbees,clothing,scooter,standard,north,stormy,9.6,27.51,no,delivered,4,130.53,4.0,24.0
9667,9667.0,shadowfax,groceries,ev van,same day,west,clear,178.4,25.28,no,delivered,4,1067.84,7.0,8.0
9668,9668.0,xpressbees,fragile items,scooter,standard,west,rainy,273.2,8.18,no,delivered,4,1390.54,10.0,24.0
9669,9669.0,blue dart,pharmacy,scooter,standard,west,cold,147.7,22.41,no,delivered,4,805.73,6.0,24.0
9670,9670.0,ekart,electronics,ev van,standard,west,cold,88.8,41.19,no,delivered,5,567.57,2.0,24.0
9671,9671.0,xpressbees,documents,ev van,two day,south,clear,93.1,20.91,no,delivered,5,528.23,3.0,16.0
9672,9672.0,amazon logistics,fragile items,van,standard,south,cold,79.0,9.0,no,delivered,5,422.0,3.0,24.0
9673,9673.0,amazon logistics,clothing,truck,standard,central,rainy,132.1,3.25,no,delivered,5,670.25,8.0,24.0
9674,9674.0,delhivery,automobile parts,truck,two day,central,foggy,17.1,37.92,no,delivered,5,199.26,3.0,16.0
9675,9675.0,dhl,documents,scooter,standard,east,stormy,71.7,30.4,no,delivered,4,449.7,8.0,24.0
9676,9676.0,delhivery,pharmacy,truck,standard,west,rainy,282.9,15.42,no,delivered,5,1460.76,12.0,24.0
9677,9677.0,amazon logistics,furniture,bike,two day,central,clear,137.1,19.58,no,delivered,4,744.24,5.0,16.0
9678,9678.0,blue dart,pharmacy,ev van,standard,central,rainy,14.9,16.67,no,delivered,5,124.51,4.0,24.0
9679,9679.0,amazon logistics,fragile items,ev bike,standard,north,clear,4.5,15.13,no,delivered,3,95.6674,0.0,24.0
9680,9680.0,blue dart,clothing,bike,two day,east,stormy,293.8,1.92,no,delivered,5,1474.76,13.0,16.0
9681,9681.0,delhivery,groceries,truck,standard,west,stormy,234.5,22.48,no,delivered,4,1239.94,11.0,24.0
9682,9682.0,amazon logistics,pharmacy,bike,express,east,rainy,80.1,43.02,yes,delayed,2,579.56,4.0,3.0
9683,9683.0,dhl,documents,bike,express,east,cold,99.8,48.93,yes,failed,1,695.79,4.0,4.0
9684,9684.0,dhl,groceries,truck,standard,west,hot,226.9,5.49,no,delivered,4,1150.97,9.0,24.0
9685,9685.0,shadowfax,fragile items,ev bike,express,south,foggy,192.7,8.87,yes,delayed,2,1040.11,5.0,5.0
9686,9686.0,ekart,documents,ev van,standard,east,foggy,198.3,21.32,no,delivered,4,1055.46,8.0,24.0
9687,9687.0,xpressbees,clothing,scooter,two day,west,foggy,112.7,6.94,no,delivered,5,584.32,5.0,16.0
9688,9688.0,dhl,pharmacy,ev van,standard,west,stormy,251.5,31.18,no,delivered,4,1351.04,15.0,24.0
9689,9689.0,ekart,electronics,truck,express,east,cold,212.7,34.85,yes,delayed,3,1218.05,8.0,6.0
9690,9690.0,dhl,electronics,van,standard,east,rainy,218.3,35.02,no,delivered,5,1196.56,12.0,24.0
9691,9691.0,delhivery,fragile items,van,standard,south,rainy,59.9,46.63,no,delivered,4,439.39,5.0,24.0
9692,9692.0,ekart,documents,ev bike,same day,north,foggy,91.8,8.04,no,delivered,4,583.12,2.0,8.0
9693,9693.0,shadowfax,clothing,van,express,west,rainy,109.3,39.24,yes,failed,1,714.22,4.0,4.0
9694,9694.0,blue dart,pharmacy,van,express,central,stormy,92.1,31.03,yes,delayed,2,603.59,5.0,3.0
9695,9695.0,blue dart,furniture,van,express,central,clear,61.3,37.48,no,delivered,5,468.94,3.0,3.0
9696,9696.0,shadowfax,furniture,scooter,standard,south,cold,202.5,13.89,no,delivered,4,1054.17,6.0,24.0
9697,9697.0,dhl,groceries,van,two day,south,rainy,195.3,9.58,no,delivered,5,1005.24,7.0,16.0
9698,9698.0,blue dart,clothing,bike,two day,west,rainy,165.4,31.83,no,delivered,5,922.49,8.0,16.0
9699,9699.0,xpressbees,fragile items,ev van,express,west,rainy,184.3,14.06,yes,delayed,2,1013.68,11.0,5.0
9700,9700.0,xpressbees,electronics,scooter,standard,south,hot,291.9,43.23,no,delivered,4,1589.19,13.0,24.0
9701,9701.0,delhivery,furniture,van,two day,south,rainy,21.5,49.52,no,delivered,4,257.41,5.0,16.0
9702,9702.0,blue dart,documents,scooter,express,east,stormy,202.5,42.52,yes,delayed,2,1190.06,8.0,6.0
9703,9703.0,dhl,pharmacy,truck,standard,east,hot,243.1,36.64,no,delivered,3,1325.42,5.0,24.0
9704,9704.0,xpressbees,furniture,scooter,standard,west,hot,131.6,45.2,no,delivered,4,793.6,5.0,24.0
9705,9705.0,delhivery,groceries,scooter,two day,west,stormy,93.6,43.96,no,delivered,5,599.88,9.0,16.0
9706,9706.0,amazon logistics,furniture,scooter,standard,east,stormy,165.0,37.81,no,delivered,4,938.43,7.0,24.0
9707,9707.0,ekart,documents,ev van,express,west,foggy,228.9,27.98,no,delivered,5,1278.44,5.0,6.0
9708,9708.0,blue dart,clothing,ev van,same day,north,clear,259.8,46.14,no,delivered,3,1537.42,6.0,8.0
9709,9709.0,amazon logistics,automobile parts,ev bike,express,south,clear,199.0,13.58,no,delivered,4,1085.74,5.0,5.0
9710,9710.0,delhivery,pharmacy,scooter,standard,south,rainy,193.4,24.92,no,delivered,4,1041.76,10.0,24.0
9711,9711.0,blue dart,pharmacy,truck,same day,west,hot,268.8,12.77,yes,delayed,2,1482.31,8.0,8.0
9712,9712.0,ecom express,automobile parts,ev bike,standard,north,hot,160.3,20.25,no,delivered,3,862.25,7.0,24.0
9713,9713.0,fedex,automobile parts,truck,two day,central,stormy,108.9,38.08,no,delivered,5,658.74,6.0,16.0
9714,9714.0,fedex,pharmacy,ev van,express,east,hot,57.3,21.73,yes,delayed,2,401.69,4.0,3.0
9715,9715.0,xpressbees,fragile items,scooter,same day,north,hot,41.1,4.7,no,delivered,5,319.6,2.0,8.0
9716,9716.0,shadowfax,furniture,van,two day,south,stormy,112.2,6.77,no,delivered,5,581.31,9.0,16.0
9717,9717.0,shadowfax,documents,scooter,two day,north,foggy,9.4,9.29,no,delivered,5,95.6674,4.0,16.0
9718,9718.0,delhivery,pharmacy,ev bike,express,south,rainy,191.9,16.7,yes,delayed,2,1059.6,9.0,5.0
9719,9719.0,fedex,automobile parts,bike,standard,west,clear,262.7,10.92,no,delivered,5,1346.26,7.0,24.0
9720,9720.0,ekart,fragile items,scooter,standard,north,clear,192.9,26.12,no,delivered,3,1042.86,4.0,24.0
9721,9721.0,amazon logistics,furniture,ev bike,express,east,clear,294.3,13.88,no,delivered,4,1563.14,7.0,7.0
9722,9722.0,fedex,automobile parts,bike,express,west,hot,277.4,20.93,yes,failed,1,1499.79,9.0,7.0
9723,9723.0,blue dart,clothing,scooter,two day,south,hot,178.5,27.65,no,delivered,4,975.45,5.0,16.0
9724,9724.0,amazon logistics,electronics,ev bike,express,north,stormy,40.0,46.64,yes,delayed,3,389.92,4.0,2.0
9725,9725.0,ekart,groceries,scooter,two day,west,stormy,59.6,27.11,no,delivered,4,379.33,8.0,16.0
9726,9726.0,ekart,clothing,truck,express,south,stormy,107.2,28.92,yes,delayed,2,672.76,8.0,4.0
9727,9727.0,ecom express,automobile parts,van,two day,east,rainy,52.0,26.72,no,delivered,4,340.16,4.0,16.0
9728,9728.0,xpressbees,clothing,van,express,east,clear,124.8,38.38,yes,delayed,2,789.14,5.0,4.0
9729,9729.0,amazon logistics,furniture,van,two day,east,hot,297.1,7.04,no,delivered,5,1513.12,8.0,16.0
9730,9730.0,shadowfax,cosmetics,ev van,same day,east,stormy,297.1,45.83,yes,delayed,3,1632.7206,11.0,8.0
9731,9731.0,ecom express,electronics,ev bike,standard,south,cold,225.9,5.26,no,delivered,4,1145.28,5.0,24.0
9732,9732.0,blue dart,electronics,ev bike,two day,north,hot,184.3,22.73,no,delivered,3,989.69,4.0,16.0
9733,9733.0,shadowfax,furniture,ev bike,standard,central,foggy,255.8,34.72,no,delivered,4,1383.16,11.0,24.0
9734,9734.0,ekart,automobile parts,van,two day,west,foggy,288.7,24.12,no,delivered,3,1515.86,13.0,16.0
9735,9735.0,dhl,electronics,bike,two day,west,foggy,254.9,1.56,no,delivered,5,1279.18,10.0,16.0
9736,9736.0,ekart,electronics,bike,standard,south,clear,195.7,27.1,no,delivered,5,1059.8,3.0,24.0
9737,9737.0,blue dart,automobile parts,van,same day,north,rainy,146.6,26.07,yes,delayed,3,911.21,9.0,8.0
9738,9738.0,dhl,pharmacy,ev van,two day,west,rainy,113.1,25.15,no,delivered,3,640.95,6.0,16.0
9739,9739.0,ecom express,cosmetics,van,two day,central,cold,132.0,3.83,no,delivered,3,671.49,4.0,16.0
9740,9740.0,shadowfax,documents,ev van,express,south,rainy,48.9,20.59,yes,delayed,2,356.27,8.0,2.0
9741,9741.0,dhl,documents,truck,express,north,clear,79.5,1.01,no,delivered,4,450.53,2.0,3.0
9742,9742.0,dhl,furniture,truck,two day,east,stormy,229.7,9.43,no,delivered,3,1176.79,12.0,16.0
9743,9743.0,fedex,clothing,bike,express,central,rainy,192.3,29.84,yes,delayed,2,1101.02,6.0,5.0
9744,9744.0,ekart,groceries,ev bike,same day,east,clear,95.4,12.98,no,delivered,4,615.94,2.0,8.0
9745,9745.0,fedex,automobile parts,ev van,standard,south,foggy,154.6,4.85,no,delivered,5,787.55,8.0,24.0
9746,9746.0,xpressbees,cosmetics,truck,same day,central,clear,112.4,26.08,no,delivered,3,740.24,4.0,8.0
9747,9747.0,ekart,fragile items,ev van,express,south,foggy,72.5,13.43,yes,failed,2,452.79,4.0,3.0
9748,9748.0,shadowfax,furniture,scooter,express,south,hot,32.8,16.78,yes,delayed,2,264.34,2.0,2.0
9749,9749.0,xpressbees,fragile items,van,two day,south,stormy,159.8,3.32,no,delivered,4,808.96,7.0,16.0
9750,9750.0,fedex,groceries,ev van,same day,north,cold,189.1,24.3,no,delivered,5,1118.4,7.0,8.0
9751,9751.0,ekart,pharmacy,truck,same day,central,cold,3.6,33.72,no,delivered,4,208.66,0.0,8.0
9752,9752.0,fedex,cosmetics,ev bike,same day,south,cold,12.4,15.99,no,delivered,4,209.97,1.0,8.0
9753,9753.0,amazon logistics,fragile items,van,two day,west,hot,56.8,22.95,no,delivered,4,352.85,2.0,16.0
9754,9754.0,blue dart,automobile parts,truck,same day,east,stormy,225.3,12.36,yes,delayed,2,1263.58,12.0,8.0
9755,9755.0,shadowfax,electronics,van,standard,west,clear,220.4,26.96,no,delivered,3,1182.88,8.0,24.0
9756,9756.0,xpressbees,fragile items,ev bike,same day,north,foggy,125.9,15.2,no,delivered,3,775.1,7.0,8.0
9757,9757.0,ekart,cosmetics,bike,same day,east,cold,297.1,40.81,yes,delayed,2,1632.7206,10.0,8.0
9758,9758.0,dhl,cosmetics,truck,standard,central,clear,152.2,11.3,no,delivered,5,794.9,5.0,24.0
9759,9759.0,amazon logistics,electronics,ev van,standard,central,hot,197.5,28.38,no,delivered,4,1072.64,8.0,24.0
9760,9760.0,dhl,furniture,bike,express,north,foggy,161.0,11.0,yes,delayed,2,888.0,9.0,5.0
9761,9761.0,shadowfax,automobile parts,van,same day,west,cold,279.4,2.04,no,delivered,4,1503.12,6.0,8.0
9762,9762.0,blue dart,automobile parts,truck,standard,central,rainy,39.4,43.25,no,delivered,4,326.75,6.0,24.0
9763,9763.0,ecom express,documents,bike,express,west,foggy,17.5,35.57,yes,delayed,3,244.21,4.0,2.0
9764,9764.0,shadowfax,furniture,bike,standard,east,hot,165.5,2.97,no,delivered,3,836.41,6.0,24.0
9765,9765.0,xpressbees,fragile items,bike,same day,north,foggy,196.8,3.48,yes,failed,2,1094.44,8.0,8.0
9766,9766.0,shadowfax,automobile parts,scooter,express,east,cold,251.6,49.26,no,delivered,5,1455.78,6.0,7.0
9767,9767.0,dhl,documents,ev van,standard,north,foggy,147.5,36.14,no,delivered,4,845.92,7.0,24.0
9768,9768.0,dhl,fragile items,bike,express,west,foggy,51.3,4.3,yes,delayed,2,319.4,6.0,3.0
9769,9769.0,xpressbees,fragile items,truck,two day,east,hot,109.2,8.8,no,delivered,3,572.4,4.0,16.0
9770,9770.0,amazon logistics,clothing,van,standard,north,rainy,234.6,24.36,no,delivered,5,1246.08,11.0,24.0
9771,9771.0,blue dart,electronics,truck,express,west,hot,87.0,20.27,no,delivered,3,545.81,1.0,3.0
9772,9772.0,amazon logistics,electronics,ev van,standard,east,hot,257.8,43.73,no,delivered,5,1420.19,7.0,24.0
9773,9773.0,amazon logistics,clothing,ev van,two day,east,cold,36.9,32.85,no,delivered,3,283.05,2.0,16.0
9774,9774.0,delhivery,cosmetics,bike,express,south,stormy,127.9,49.12,yes,delayed,2,836.86,7.0,4.0
9775,9775.0,delhivery,groceries,bike,same day,east,cold,213.8,14.07,no,delivered,4,1211.21,6.0,8.0
