row_id,delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delayed,delivery_status,delivery_rating,delivery_cost,delivery_time_hours_clean,expected_time_hours_clean,delay_duration_hours,delay_category,on_time_flag,delivery_success_flag,distance_category,cost_per_km,satisfaction_category,performance_score
14739,14739.0,ecom express,groceries,ev bike,express,north,rainy,43.6,42.01,yes,delayed,3,394.03,4.0,2.0,2.0,mild_delay,0,1,short,9.037385321100917,average,48.0
14740,14740.0,ecom express,pharmacy,bike,express,north,cold,211.4,39.13,yes,delayed,2,1224.39,10.0,6.0,4.0,moderate_delay,0,1,long,5.791816461684012,poor,42.0
14741,14741.0,fedex,documents,ev van,same day,west,foggy,132.6,27.96,no,delivered,5,846.88,6.0,8.0,-2.0,on_time_or_early,1,1,medium,6.386726998491705,excellent,100.0
14742,14742.0,ekart,groceries,scooter,two day,west,cold,118.8,3.93,no,delivered,5,605.79,6.0,16.0,-10.0,on_time_or_early,1,1,medium,5.099242424242424,excellent,100.0
14743,14743.0,delhivery,groceries,scooter,same day,north,rainy,3.6,38.62,no,delivered,4,222.36,4.0,8.0,-4.0,on_time_or_early,1,1,short,61.766666666666666,good,94.0
14744,14744.0,amazon logistics,pharmacy,van,two day,north,stormy,297.1,4.68,no,delivered,4,1499.54,13.0,16.0,-3.0,on_time_or_early,1,1,very_long,5.0472568158869064,good,94.0
14745,14745.0,amazon logistics,clothing,ev bike,same day,south,foggy,185.8,31.56,yes,delayed,2,1123.68,8.0,8.0,0.0,on_time_or_early,0,1,long,6.047793326157159,poor,42.0
14746,14746.0,fedex,fragile items,scooter,same day,north,cold,189.2,32.72,no,delivered,4,1144.16,6.0,8.0,-2.0,on_time_or_early,1,1,long,6.047357293868923,good,94.0
14747,14747.0,delhivery,groceries,truck,two day,south,foggy,280.9,19.12,no,delivered,4,1461.86,7.0,16.0,-9.0,on_time_or_early,1,1,very_long,5.2042007831968675,good,94.0
14748,14748.0,amazon logistics,documents,scooter,same day,north,stormy,71.0,11.28,no,delivered,4,488.84,5.0,8.0,-3.0,on_time_or_early,1,1,short,6.885070422535211,good,94.0
14749,14749.0,ekart,electronics,bike,two day,south,rainy,211.5,23.46,no,delivered,4,1127.88,8.0,16.0,-8.0,on_time_or_early,1,1,long,5.332765957446809,good,94.0
14750,14750.0,fedex,electronics,bike,same day,east,stormy,138.5,43.44,no,delivered,3,922.82,7.0,8.0,-1.0,on_time_or_early,1,1,medium,6.662960288808665,average,88.0
14751,14751.0,shadowfax,documents,van,express,south,stormy,146.9,11.06,yes,delayed,2,817.68,10.0,4.0,6.0,moderate_delay,0,1,medium,5.566235534377126,poor,42.0
14752,14752.0,blue dart,cosmetics,bike,express,east,cold,235.6,6.23,no,delivered,3,1246.69,5.0,6.0,-1.0,on_time_or_early,1,1,very_long,5.2915534804753825,average,88.0
14753,14753.0,delhivery,fragile items,truck,same day,south,stormy,81.4,48.49,yes,failed,2,652.47,8.0,8.0,0.0,on_time_or_early,0,0,medium,8.015601965601965,poor,12.0
14754,14754.0,delhivery,automobile parts,ev bike,express,central,foggy,281.0,8.86,yes,delayed,3,1481.58,7.0,7.0,0.0,on_time_or_early,0,1,very_long,5.272526690391459,average,48.0
14755,14755.0,ecom express,documents,truck,same day,north,stormy,146.9,12.91,yes,delayed,2,873.23,10.0,8.0,2.0,mild_delay,0,1,medium,5.944383934649421,poor,42.0
14756,14756.0,ecom express,pharmacy,van,standard,east,hot,155.4,43.07,no,delivered,5,906.21,6.0,24.0,-18.0,on_time_or_early,1,1,long,5.831467181467182,excellent,100.0
14757,14757.0,dhl,documents,scooter,same day,north,rainy,118.1,25.96,no,delivered,5,768.38,5.0,8.0,-3.0,on_time_or_early,1,1,medium,6.506181202370873,excellent,100.0
14758,14758.0,dhl,clothing,bike,standard,east,hot,23.8,29.96,no,delivered,5,208.88,2.0,24.0,-22.0,on_time_or_early,1,1,short,8.776470588235293,excellent,100.0
14759,14759.0,dhl,furniture,bike,standard,east,foggy,166.6,33.28,no,delivered,5,932.84,5.0,24.0,-19.0,on_time_or_early,1,1,long,5.599279711884754,excellent,100.0
14760,14760.0,dhl,pharmacy,bike,two day,central,cold,197.3,15.09,no,delivered,4,1031.77,5.0,16.0,-11.0,on_time_or_early,1,1,long,5.229447541814495,good,94.0
14761,14761.0,fedex,cosmetics,truck,two day,west,foggy,16.2,8.32,no,delivered,3,105.96,4.0,16.0,-12.0,on_time_or_early,1,1,short,6.54074074074074,average,88.0
14762,14762.0,dhl,clothing,scooter,same day,central,stormy,89.7,21.45,yes,delayed,2,612.85,8.0,8.0,0.0,on_time_or_early,0,1,medium,6.832218506131549,poor,42.0
14763,14763.0,shadowfax,cosmetics,truck,two day,east,rainy,249.1,49.22,no,delivered,4,1393.16,13.0,16.0,-3.0,on_time_or_early,1,1,very_long,5.592773986350863,good,94.0
14764,14764.0,dhl,documents,van,same day,south,rainy,149.1,10.38,yes,delayed,2,876.64,8.0,8.0,0.0,on_time_or_early,0,1,medium,5.879543930248156,poor,42.0
14765,14765.0,shadowfax,documents,scooter,standard,west,clear,181.2,49.17,no,delivered,5,1053.51,4.0,24.0,-20.0,on_time_or_early,1,1,long,5.8140728476821195,excellent,100.0
14766,14766.0,ecom express,electronics,van,two day,west,hot,110.7,20.26,no,delivered,3,614.28,4.0,16.0,-12.0,on_time_or_early,1,1,medium,5.549051490514905,average,88.0
14767,14767.0,blue dart,clothing,van,standard,north,foggy,18.1,17.67,no,delivered,4,143.51,5.0,24.0,-19.0,on_time_or_early,1,1,short,7.928729281767954,good,94.0
14768,14768.0,delhivery,furniture,bike,same day,central,clear,168.6,5.58,no,delivered,3,959.74,5.0,8.0,-3.0,on_time_or_early,1,1,long,5.692408066429419,average,88.0
14769,14769.0,fedex,clothing,bike,two day,east,rainy,77.2,3.25,no,delivered,4,395.75,8.0,16.0,-8.0,on_time_or_early,1,1,medium,5.126295336787565,good,94.0
14770,14770.0,blue dart,documents,ev van,same day,central,stormy,213.3,3.46,yes,failed,1,1176.88,10.0,8.0,2.0,mild_delay,0,0,long,5.517487107360525,poor,6.0
14771,14771.0,ekart,furniture,bike,standard,north,hot,119.4,39.53,no,delivered,4,715.59,4.0,24.0,-20.0,on_time_or_early,1,1,medium,5.99321608040201,good,94.0
14772,14772.0,amazon logistics,electronics,scooter,two day,south,hot,153.1,45.18,no,delivered,4,901.04,5.0,16.0,-11.0,on_time_or_early,1,1,long,5.8853037230568255,good,94.0
14773,14773.0,dhl,fragile items,van,two day,south,cold,168.9,36.64,no,delivered,3,954.42,6.0,16.0,-10.0,on_time_or_early,1,1,long,5.6507992895204255,average,88.0
14774,14774.0,fedex,documents,van,standard,west,cold,217.0,36.37,no,delivered,5,1194.11,4.0,24.0,-20.0,on_time_or_early,1,1,long,5.502811059907834,excellent,100.0
14775,14775.0,xpressbees,cosmetics,ev bike,two day,south,foggy,243.8,19.52,no,delivered,5,1277.56,10.0,16.0,-6.0,on_time_or_early,1,1,very_long,5.2401968826907295,excellent,100.0
14776,14776.0,blue dart,pharmacy,ev bike,standard,west,foggy,31.2,13.16,no,delivered,4,195.48,2.0,24.0,-22.0,on_time_or_early,1,1,short,6.265384615384615,good,94.0
14777,14777.0,fedex,cosmetics,truck,standard,central,rainy,28.9,21.18,no,delivered,5,208.04,3.0,24.0,-21.0,on_time_or_early,1,1,short,7.198615916955017,excellent,100.0
14778,14778.0,delhivery,documents,scooter,same day,south,hot,49.1,18.89,no,delivered,3,402.17,1.0,8.0,-7.0,on_time_or_early,1,1,short,8.190835030549898,average,88.0
14779,14779.0,fedex,clothing,ev van,same day,central,hot,197.7,3.02,yes,delayed,3,1097.56,8.0,8.0,0.0,on_time_or_early,0,1,long,5.551643904906424,average,48.0
14780,14780.0,ekart,clothing,bike,standard,west,stormy,76.1,11.17,no,delivered,3,414.01,8.0,24.0,-16.0,on_time_or_early,1,1,medium,5.440341655716163,average,88.0
14781,14781.0,ecom express,documents,scooter,standard,east,hot,232.3,3.85,no,delivered,5,1173.05,8.0,24.0,-16.0,on_time_or_early,1,1,very_long,5.049720189410245,excellent,100.0
14782,14782.0,ekart,furniture,van,same day,north,stormy,115.8,27.05,yes,delayed,2,760.15,10.0,8.0,2.0,mild_delay,0,1,medium,6.56433506044905,poor,42.0
14783,14783.0,blue dart,pharmacy,van,standard,east,hot,126.5,38.15,no,delivered,5,746.95,7.0,24.0,-17.0,on_time_or_early,1,1,medium,5.904743083003953,excellent,100.0
14784,14784.0,delhivery,cosmetics,truck,two day,south,hot,168.0,25.44,no,delivered,4,916.32,4.0,16.0,-12.0,on_time_or_early,1,1,long,5.454285714285715,good,94.0
14785,14785.0,blue dart,automobile parts,bike,express,east,stormy,185.3,28.84,yes,delayed,3,1063.02,11.0,5.0,6.0,moderate_delay,0,1,long,5.736751214247167,average,48.0
14786,14786.0,blue dart,fragile items,ev van,two day,north,clear,6.5,42.95,no,delivered,5,161.35,2.0,16.0,-14.0,on_time_or_early,1,1,short,24.823076923076922,excellent,100.0
14787,14787.0,ekart,groceries,bike,same day,west,stormy,124.8,37.41,no,delivered,4,836.23,6.0,8.0,-2.0,on_time_or_early,1,1,medium,6.7005608974358974,good,94.0
14788,14788.0,xpressbees,furniture,van,express,north,hot,245.2,37.22,yes,delayed,2,1387.66,8.0,6.0,2.0,mild_delay,0,1,very_long,5.659298531810768,poor,42.0
14789,14789.0,amazon logistics,automobile parts,truck,two day,east,cold,183.5,30.69,no,delivered,4,1009.57,6.0,16.0,-10.0,on_time_or_early,1,1,long,5.501743869209809,good,94.0
14790,14790.0,amazon logistics,cosmetics,ev van,standard,north,clear,83.2,21.16,no,delivered,3,479.48,5.0,24.0,-19.0,on_time_or_early,1,1,medium,5.7629807692307695,average,88.0
14791,14791.0,ecom express,groceries,truck,express,south,rainy,279.0,2.78,yes,delayed,2,1453.34,8.0,7.0,1.0,mild_delay,0,1,very_long,5.209103942652329,poor,42.0
14792,14792.0,ecom express,fragile items,truck,two day,central,cold,290.6,47.54,no,delivered,4,1595.62,10.0,16.0,-6.0,on_time_or_early,1,1,very_long,5.490777701307638,good,94.0
14793,14793.0,fedex,clothing,scooter,two day,north,cold,140.1,27.54,no,delivered,5,783.12,6.0,16.0,-10.0,on_time_or_early,1,1,medium,5.589721627408994,excellent,100.0
14794,14794.0,dhl,cosmetics,ev bike,two day,north,clear,104.8,5.49,no,delivered,5,540.47,5.0,16.0,-11.0,on_time_or_early,1,1,medium,5.157156488549619,excellent,100.0
14795,14795.0,shadowfax,automobile parts,truck,standard,central,rainy,262.0,5.7,no,delivered,5,1327.1,9.0,24.0,-15.0,on_time_or_early,1,1,very_long,5.065267175572519,excellent,100.0
14796,14796.0,ekart,furniture,bike,express,north,cold,85.3,35.36,yes,delayed,2,582.58,5.0,3.0,2.0,mild_delay,0,1,medium,6.829777256740915,poor,42.0
14797,14797.0,shadowfax,pharmacy,van,standard,central,clear,218.6,3.79,no,delivered,5,1104.37,6.0,24.0,-18.0,on_time_or_early,1,1,long,5.052012808783165,excellent,100.0
14798,14798.0,ecom express,electronics,ev van,two day,west,rainy,206.2,2.82,no,delivered,5,1039.46,9.0,16.0,-7.0,on_time_or_early,1,1,long,5.041028128031038,excellent,100.0
14799,14799.0,blue dart,pharmacy,ev van,two day,south,cold,190.6,31.7,no,delivered,4,1048.1,8.0,16.0,-8.0,on_time_or_early,1,1,long,5.4989506820566625,good,94.0
14800,14800.0,xpressbees,documents,scooter,two day,west,foggy,49.1,32.57,no,delivered,4,343.21,3.0,16.0,-13.0,on_time_or_early,1,1,short,6.9900203665987775,good,94.0
14801,14801.0,ecom express,automobile parts,ev bike,standard,east,hot,53.6,26.57,no,delivered,5,347.71,3.0,24.0,-21.0,on_time_or_early,1,1,short,6.487126865671641,excellent,100.0
14802,14802.0,fedex,documents,scooter,express,west,stormy,116.9,29.42,yes,delayed,3,722.76,6.0,4.0,2.0,mild_delay,0,1,medium,6.182720273738237,average,48.0
14803,14803.0,dhl,documents,ev bike,same day,north,rainy,163.1,42.75,yes,failed,2,1043.75,10.0,8.0,2.0,mild_delay,0,0,long,6.399448191293685,poor,12.0
14804,14804.0,ekart,groceries,truck,express,central,foggy,110.0,14.75,yes,failed,1,644.25,4.0,4.0,0.0,on_time_or_early,0,0,medium,5.8568181818181815,poor,6.0
14805,14805.0,blue dart,cosmetics,scooter,express,east,stormy,219.9,7.7,yes,delayed,3,1172.6,9.0,6.0,3.0,moderate_delay,0,1,long,5.332423829013187,average,48.0
14806,14806.0,ekart,automobile parts,ev van,two day,west,hot,84.0,40.15,no,delivered,5,540.45,4.0,16.0,-12.0,on_time_or_early,1,1,medium,6.433928571428572,excellent,100.0
14807,14807.0,xpressbees,groceries,scooter,same day,west,foggy,182.2,16.98,yes,delayed,3,1061.94,10.0,8.0,2.0,mild_delay,0,1,long,5.828430296377608,average,48.0
14808,14808.0,fedex,clothing,van,same day,west,hot,74.4,7.3,no,delivered,4,493.9,2.0,8.0,-6.0,on_time_or_early,1,1,short,6.638440860215053,good,94.0
14809,14809.0,blue dart,cosmetics,ev van,two day,east,clear,132.9,38.89,no,delivered,4,781.17,3.0,16.0,-13.0,on_time_or_early,1,1,medium,5.877878103837471,good,94.0
14810,14810.0,fedex,furniture,scooter,same day,east,foggy,128.1,31.58,no,delivered,4,835.24,7.0,8.0,-1.0,on_time_or_early,1,1,medium,6.520218579234973,good,94.0
14811,14811.0,amazon logistics,furniture,scooter,same day,east,hot,153.4,41.63,no,delivered,4,991.89,5.0,8.0,-3.0,on_time_or_early,1,1,long,6.466036505867014,good,94.0
14812,14812.0,delhivery,automobile parts,ev van,two day,east,hot,226.1,24.19,no,delivered,5,1203.07,6.0,16.0,-10.0,on_time_or_early,1,1,very_long,5.320964175143741,excellent,100.0
14813,14813.0,delhivery,furniture,van,express,central,hot,103.0,27.14,yes,delayed,3,646.42,4.0,4.0,0.0,on_time_or_early,0,1,medium,6.275922330097087,average,48.0
14814,14814.0,ecom express,pharmacy,ev bike,two day,west,foggy,193.8,26.91,no,delivered,5,1049.73,8.0,16.0,-8.0,on_time_or_early,1,1,long,5.41656346749226,excellent,100.0
14815,14815.0,xpressbees,automobile parts,bike,standard,west,stormy,269.2,48.63,no,delivered,4,1491.89,12.0,24.0,-12.0,on_time_or_early,1,1,very_long,5.541939078751858,good,94.0
14816,14816.0,shadowfax,clothing,truck,standard,south,stormy,94.5,17.48,no,delivered,4,524.94,7.0,24.0,-17.0,on_time_or_early,1,1,medium,5.554920634920635,good,94.0
14817,14817.0,ecom express,automobile parts,bike,express,east,clear,154.7,3.74,no,delivered,4,834.72,3.0,5.0,-2.0,on_time_or_early,1,1,long,5.39573367808662,good,94.0
14818,14818.0,shadowfax,automobile parts,van,express,north,hot,91.3,6.91,yes,delayed,3,527.23,4.0,3.0,1.0,mild_delay,0,1,medium,5.774698795180723,average,48.0
14819,14819.0,fedex,furniture,scooter,express,south,rainy,249.2,8.85,yes,delayed,3,1322.55,8.0,6.0,2.0,mild_delay,0,1,very_long,5.307182985553772,average,48.0
14820,14820.0,blue dart,groceries,van,two day,east,stormy,87.8,1.36,no,delivered,5,443.08,7.0,16.0,-9.0,on_time_or_early,1,1,medium,5.046469248291571,excellent,100.0
14821,14821.0,amazon logistics,clothing,van,standard,west,cold,295.6,2.17,no,delivered,4,1484.51,11.0,24.0,-13.0,on_time_or_early,1,1,very_long,5.022023004059539,good,94.0
14822,14822.0,xpressbees,electronics,ev van,standard,south,clear,20.9,5.49,no,delivered,5,120.97,0.0,24.0,-24.0,on_time_or_early,1,1,short,5.788038277511962,excellent,100.0
14823,14823.0,ekart,automobile parts,truck,same day,north,foggy,268.4,42.37,yes,delayed,3,1569.11,10.0,8.0,2.0,mild_delay,0,1,very_long,5.846162444113264,average,48.0
14824,14824.0,xpressbees,groceries,bike,standard,north,hot,240.8,12.02,no,delivered,4,1240.06,8.0,24.0,-16.0,on_time_or_early,1,1,very_long,5.149750830564783,good,94.0
14825,14825.0,xpressbees,cosmetics,van,standard,north,clear,47.1,43.02,no,delivered,4,364.56,4.0,24.0,-20.0,on_time_or_early,1,1,short,7.740127388535032,good,94.0
14826,14826.0,delhivery,documents,ev bike,two day,west,foggy,200.4,8.0,no,delivered,5,1026.0,7.0,16.0,-9.0,on_time_or_early,1,1,long,5.119760479041916,excellent,100.0
14827,14827.0,blue dart,documents,van,two day,central,hot,12.1,46.6,no,delivered,5,200.3,0.0,16.0,-16.0,on_time_or_early,1,1,short,16.553719008264466,excellent,100.0
14828,14828.0,shadowfax,fragile items,truck,two day,central,clear,17.4,45.28,no,delivered,3,222.84,1.0,16.0,-15.0,on_time_or_early,1,1,short,12.806896551724138,average,88.0
14829,14829.0,shadowfax,pharmacy,truck,express,east,cold,170.7,45.05,no,delivered,4,1038.65,3.0,5.0,-2.0,on_time_or_early,1,1,long,6.084651435266551,good,94.0
14830,14830.0,shadowfax,clothing,ev van,standard,north,rainy,176.4,29.8,no,delivered,5,971.4,7.0,24.0,-17.0,on_time_or_early,1,1,long,5.506802721088435,excellent,100.0
14831,14831.0,dhl,electronics,truck,express,central,hot,93.7,16.88,no,delivered,3,569.14,3.0,3.0,0.0,on_time_or_early,1,1,medium,6.074066168623266,average,88.0
14832,14832.0,amazon logistics,fragile items,truck,standard,east,rainy,261.5,32.49,no,delivered,4,1404.97,8.0,24.0,-16.0,on_time_or_early,1,1,very_long,5.372734225621415,good,94.0
14833,14833.0,fedex,electronics,ev van,standard,west,foggy,181.9,11.62,no,delivered,4,944.36,7.0,24.0,-17.0,on_time_or_early,1,1,long,5.191643760307861,good,94.0
14834,14834.0,blue dart,electronics,scooter,two day,south,cold,193.4,5.77,no,delivered,5,984.31,4.0,16.0,-12.0,on_time_or_early,1,1,long,5.0895036194415715,excellent,100.0
14835,14835.0,blue dart,documents,ev bike,standard,south,cold,182.6,42.96,no,delivered,5,1041.88,4.0,24.0,-20.0,on_time_or_early,1,1,long,5.70580503833516,excellent,100.0
14836,14836.0,amazon logistics,automobile parts,ev bike,standard,east,stormy,121.9,7.39,no,delivered,5,631.67,7.0,24.0,-17.0,on_time_or_early,1,1,medium,5.181870385561935,excellent,100.0
14837,14837.0,xpressbees,pharmacy,van,express,west,rainy,21.6,13.89,yes,failed,1,199.67,3.0,2.0,1.0,mild_delay,0,0,short,9.24398148148148,poor,6.0
14838,14838.0,fedex,electronics,ev van,standard,north,clear,169.7,43.37,no,delivered,5,978.61,7.0,24.0,-17.0,on_time_or_early,1,1,long,5.766705951679435,excellent,100.0
14839,14839.0,blue dart,automobile parts,scooter,two day,east,hot,247.6,40.77,no,delivered,3,1360.31,7.0,16.0,-9.0,on_time_or_early,1,1,very_long,5.4939822294022616,average,88.0
14840,14840.0,delhivery,automobile parts,ev van,two day,central,hot,271.9,31.16,no,delivered,5,1452.98,11.0,16.0,-5.0,on_time_or_early,1,1,very_long,5.343802868701729,excellent,100.0
14841,14841.0,blue dart,cosmetics,bike,standard,west,foggy,41.7,17.76,no,delivered,5,261.78,2.0,24.0,-22.0,on_time_or_early,1,1,short,6.277697841726618,excellent,100.0
14842,14842.0,delhivery,electronics,scooter,two day,north,hot,220.3,2.8,no,delivered,4,1109.9,7.0,16.0,-9.0,on_time_or_early,1,1,long,5.0381298229686795,good,94.0
14843,14843.0,fedex,electronics,scooter,express,west,rainy,63.8,40.13,yes,failed,1,489.39,5.0,3.0,2.0,mild_delay,0,0,short,7.6706896551724135,poor,6.0
14844,14844.0,blue dart,fragile items,van,express,central,stormy,63.0,5.24,yes,delayed,2,380.72,8.0,3.0,5.0,moderate_delay,0,1,short,6.043174603174603,poor,42.0
14845,14845.0,blue dart,fragile items,van,two day,central,clear,20.4,22.45,no,delivered,3,169.35,3.0,16.0,-13.0,on_time_or_early,1,1,short,8.301470588235295,average,88.0
14846,14846.0,ekart,fragile items,ev bike,same day,north,hot,291.8,49.17,yes,delayed,2,1632.7206,8.0,8.0,0.0,on_time_or_early,0,1,very_long,5.595341329677861,poor,42.0
14847,14847.0,xpressbees,furniture,van,two day,north,cold,224.7,30.85,no,delivered,3,1216.05,5.0,16.0,-11.0,on_time_or_early,1,1,long,5.411882510013351,average,88.0
14848,14848.0,fedex,pharmacy,truck,express,west,hot,102.3,1.84,no,delivered,5,567.02,2.0,4.0,-2.0,on_time_or_early,1,1,medium,5.5427174975562075,excellent,100.0
14849,14849.0,blue dart,clothing,bike,same day,central,clear,256.7,0.67,no,delivered,5,1385.18,7.0,8.0,-1.0,on_time_or_early,1,1,very_long,5.396104402025712,excellent,100.0
14850,14850.0,xpressbees,electronics,bike,express,south,stormy,44.4,38.64,yes,delayed,2,387.92,6.0,2.0,4.0,moderate_delay,0,1,short,8.736936936936937,poor,42.0
14851,14851.0,fedex,clothing,van,same day,north,foggy,102.9,20.57,no,delivered,3,676.21,5.0,8.0,-3.0,on_time_or_early,1,1,medium,6.571525753158406,average,88.0
14852,14852.0,blue dart,pharmacy,bike,two day,west,hot,15.8,15.46,no,delivered,4,125.38,2.0,16.0,-14.0,on_time_or_early,1,1,short,7.935443037974683,good,94.0
14853,14853.0,xpressbees,groceries,bike,standard,west,hot,131.6,25.81,no,delivered,3,735.43,3.0,24.0,-21.0,on_time_or_early,1,1,medium,5.5883738601823705,average,88.0
14854,14854.0,ecom express,pharmacy,bike,same day,central,clear,77.0,17.04,no,delivered,3,536.12,3.0,8.0,-5.0,on_time_or_early,1,1,medium,6.962597402597402,average,88.0
14855,14855.0,fedex,groceries,scooter,express,west,cold,296.9,37.71,no,delivered,5,1632.7206,6.0,7.0,-1.0,on_time_or_early,1,1,very_long,5.499227349275851,excellent,100.0
14856,14856.0,blue dart,pharmacy,scooter,same day,central,stormy,57.7,34.17,no,delivered,5,491.01,5.0,8.0,-3.0,on_time_or_early,1,1,short,8.509705372616985,excellent,100.0
14857,14857.0,ekart,automobile parts,bike,express,central,clear,52.2,14.83,yes,failed,1,355.49,3.0,3.0,0.0,on_time_or_early,0,0,short,6.8101532567049805,poor,6.0
14858,14858.0,shadowfax,pharmacy,scooter,express,central,foggy,15.2,47.02,no,delivered,3,267.06,1.0,2.0,-1.0,on_time_or_early,1,1,short,17.569736842105264,average,88.0
14859,14859.0,ecom express,automobile parts,scooter,express,west,hot,151.8,48.8,yes,delayed,3,955.4,8.0,5.0,3.0,moderate_delay,0,1,long,6.293807641633728,average,48.0
14860,14860.0,ecom express,automobile parts,ev van,same day,east,rainy,24.7,28.62,no,delivered,5,309.36,5.0,8.0,-3.0,on_time_or_early,1,1,short,12.524696356275305,excellent,100.0
14861,14861.0,ecom express,pharmacy,truck,standard,north,stormy,229.2,13.69,no,delivered,4,1187.07,10.0,24.0,-14.0,on_time_or_early,1,1,very_long,5.179188481675393,good,94.0
14862,14862.0,amazon logistics,automobile parts,ev bike,express,east,foggy,126.0,27.08,no,delivered,4,761.24,3.0,4.0,-1.0,on_time_or_early,1,1,medium,6.041587301587302,good,94.0
14863,14863.0,shadowfax,documents,ev bike,standard,south,foggy,297.1,36.82,no,delivered,3,1600.96,12.0,24.0,-12.0,on_time_or_early,1,1,very_long,5.388623359138337,average,88.0
14864,14864.0,shadowfax,furniture,bike,express,central,foggy,22.0,39.94,no,delivered,4,279.82,1.0,2.0,-1.0,on_time_or_early,1,1,short,12.719090909090909,good,94.0
14865,14865.0,xpressbees,electronics,van,same day,south,stormy,133.6,42.4,yes,delayed,2,895.2,10.0,8.0,2.0,mild_delay,0,1,medium,6.70059880239521,poor,42.0
14866,14866.0,xpressbees,electronics,truck,same day,central,rainy,291.2,38.37,yes,delayed,2,1632.7206,12.0,8.0,4.0,moderate_delay,0,1,very_long,5.606870192307693,poor,42.0
14867,14867.0,shadowfax,clothing,ev van,standard,south,stormy,129.7,39.5,no,delivered,4,767.0,10.0,24.0,-14.0,on_time_or_early,1,1,medium,5.913646877409406,good,94.0
14868,14868.0,blue dart,clothing,van,two day,east,cold,104.8,18.47,no,delivered,5,579.41,4.0,16.0,-12.0,on_time_or_early,1,1,medium,5.528721374045801,excellent,100.0
14869,14869.0,amazon logistics,groceries,scooter,express,west,hot,41.7,18.03,yes,failed,2,312.59,3.0,2.0,1.0,mild_delay,0,0,short,7.496163069544363,poor,12.0
14870,14870.0,delhivery,cosmetics,ev bike,two day,south,clear,182.0,25.81,no,delivered,4,987.43,7.0,16.0,-9.0,on_time_or_early,1,1,long,5.42543956043956,good,94.0
14871,14871.0,dhl,automobile parts,scooter,two day,west,foggy,94.7,42.39,no,delivered,4,600.67,6.0,16.0,-10.0,on_time_or_early,1,1,medium,6.342872228088701,good,94.0
14872,14872.0,dhl,automobile parts,ev van,standard,north,cold,172.0,23.77,no,delivered,3,931.31,5.0,24.0,-19.0,on_time_or_early,1,1,long,5.414593023255813,average,88.0
14873,14873.0,ecom express,clothing,van,standard,east,hot,276.4,28.56,no,delivered,3,1467.68,7.0,24.0,-17.0,on_time_or_early,1,1,very_long,5.309985528219972,average,88.0
14874,14874.0,delhivery,groceries,bike,same day,south,hot,173.0,16.47,no,delivered,5,1014.41,4.0,8.0,-4.0,on_time_or_early,1,1,long,5.86364161849711,excellent,100.0
14875,14875.0,fedex,groceries,van,two day,north,stormy,19.7,8.76,no,delivered,4,124.78,4.0,16.0,-12.0,on_time_or_early,1,1,short,6.3340101522842644,good,94.0
14876,14876.0,dhl,electronics,ev van,express,east,clear,148.6,44.8,yes,delayed,2,927.4,6.0,4.0,2.0,mild_delay,0,1,medium,6.240915208613728,poor,42.0
14877,14877.0,delhivery,electronics,van,same day,north,hot,212.4,12.86,no,delivered,4,1200.58,6.0,8.0,-2.0,on_time_or_early,1,1,long,5.6524482109227865,good,94.0
14878,14878.0,ekart,groceries,bike,same day,central,foggy,180.0,26.51,yes,failed,2,1079.53,10.0,8.0,2.0,mild_delay,0,0,long,5.997388888888889,poor,12.0
14879,14879.0,dhl,fragile items,van,two day,central,clear,41.5,48.89,no,delivered,4,354.17,1.0,16.0,-15.0,on_time_or_early,1,1,short,8.53421686746988,good,94.0
14880,14880.0,ecom express,groceries,ev bike,two day,south,stormy,128.4,25.63,no,delivered,5,718.89,11.0,16.0,-5.0,on_time_or_early,1,1,medium,5.598831775700934,excellent,100.0
14881,14881.0,dhl,groceries,bike,same day,south,stormy,159.8,20.97,yes,delayed,3,961.91,8.0,8.0,0.0,on_time_or_early,0,1,long,6.019461827284104,average,48.0
14882,14882.0,amazon logistics,automobile parts,ev van,two day,south,clear,116.4,14.58,no,delivered,5,625.74,6.0,16.0,-10.0,on_time_or_early,1,1,medium,5.375773195876288,excellent,100.0
14883,14883.0,xpressbees,groceries,ev bike,same day,central,hot,277.2,14.7,no,delivered,4,1530.1,5.0,8.0,-3.0,on_time_or_early,1,1,very_long,5.51984126984127,good,94.0
14884,14884.0,amazon logistics,cosmetics,ev bike,express,north,hot,295.5,41.57,yes,delayed,2,1632.7206,9.0,7.0,2.0,mild_delay,0,1,very_long,5.525281218274112,poor,42.0
14885,14885.0,amazon logistics,automobile parts,ev bike,same day,north,foggy,228.5,23.41,yes,delayed,2,1312.73,8.0,8.0,0.0,on_time_or_early,0,1,very_long,5.744989059080963,poor,42.0
14886,14886.0,xpressbees,clothing,bike,same day,north,foggy,276.5,13.59,no,delivered,3,1523.27,7.0,8.0,-1.0,on_time_or_early,1,1,very_long,5.509113924050633,average,88.0
14887,14887.0,xpressbees,furniture,ev bike,two day,west,cold,281.4,39.19,no,delivered,4,1524.57,8.0,16.0,-8.0,on_time_or_early,1,1,very_long,5.417803837953092,good,94.0
14888,14888.0,blue dart,groceries,scooter,standard,central,clear,105.2,31.8,no,delivered,5,621.4,5.0,24.0,-19.0,on_time_or_early,1,1,medium,5.906844106463878,excellent,100.0
